location_id,sublocation_id,date,hourly_drybulb_temp,hourly_dew_point_temp,hourly_rel_humidity,hourly_wind_speed,hourly_wind_direction,hourly_precip
PRI,PR,1/1/2017 0:50,23,21,89,8,110,
PRI,PR,1/1/2017 6:50,23,21,89,7,100,
PRI,PR,1/1/2017 7:50,24,21,83,10,100,
PRI,PR,1/1/2017 8:50,25,21,79,13,100,
PRI,PR,1/1/2017 9:50,27,21,70,13,110,
PRI,PR,1/1/2017 10:50,26,21,74,16,90,
PRI,PR,1/1/2017 11:50,28,21,66,16,90,
PRI,PR,1/1/2017 12:50,28,21,66,18,90,
PRI,PR,1/1/2017 13:50,28,21,66,17,90,
PRI,PR,1/1/2017 14:50,27,22,74,15,100,
PRI,PR,1/1/2017 15:50,27,22,74,15,100,
PRI,PR,1/1/2017 16:50,27,20,66,17,90,
PRI,PR,1/1/2017 17:50,26,19,65,14,100,
PRI,PR,1/1/2017 18:50,25,20,74,14,90,
PRI,PR,1/1/2017 19:50,24,20,78,10,110,
PRI,PR,1/1/2017 20:50,24,20,78,10,100,
PRI,PR,1/2/2017 6:50,22,20,88,8,100,
PRI,PR,1/2/2017 7:50,23,21,89,10,90,
PRI,PR,1/2/2017 8:50,25,21,79,11,100,
PRI,PR,1/2/2017 9:50,26,22,79,14,100,
PRI,PR,1/2/2017 10:50,27,21,70,14,100,
PRI,PR,1/2/2017 11:50,27,22,74,17,100,
PRI,PR,1/2/2017 12:50,28,21,66,21,80,
PRI,PR,1/2/2017 13:50,28,21,66,17,90,
PRI,PR,1/2/2017 14:50,28,21,66,20,90,
PRI,PR,1/2/2017 15:50,27,20,66,15,90,
PRI,PR,1/2/2017 16:50,26,20,70,15,90,
PRI,PR,1/2/2017 17:50,24,20,78,14,80,
PRI,PR,1/2/2017 18:50,24,21,83,11,80,
PRI,PR,1/2/2017 19:50,24,21,83,14,80,
PRI,PR,1/2/2017 20:50,25,21,79,16,90,
PRI,PR,1/2/2017 21:30,25,21,79,18,80,
PRI,PR,1/2/2017 21:50,24,21,83,15,80,
PRI,PR,1/2/2017 22:50,23,21,89,8,110,
PRI,PR,1/2/2017 23:50,22,21,94,6,100,
PRI,PR,1/3/2017 0:50,22,21,94,8,90,
PRI,PR,1/3/2017 6:50,21,20,94,5,120,
PRI,PR,1/3/2017 7:50,23,20,83,8,110,
PRI,PR,1/3/2017 8:50,24,21,83,8,120,
PRI,PR,1/3/2017 9:50,26,21,74,10,90,
PRI,PR,1/3/2017 10:50,27,22,74,9,100,
PRI,PR,1/3/2017 11:50,28,21,66,17,90,
PRI,PR,1/3/2017 12:50,28,21,66,15,90,
PRI,PR,1/3/2017 13:50,27,22,74,17,80,
PRI,PR,1/3/2017 14:50,28,20,62,20,70,
PRI,PR,1/3/2017 15:50,27,21,70,20,70,
PRI,PR,1/3/2017 16:50,26,21,74,17,90,
PRI,PR,1/3/2017 17:50,25,21,79,14,90,
PRI,PR,1/3/2017 18:50,24,21,83,13,90,
PRI,PR,1/3/2017 19:50,24,21,83,5,120,
PRI,PR,1/3/2017 20:50,23,21,89,7,120,
PRI,PR,1/3/2017 21:50,23,20,83,8,110,
PRI,PR,1/3/2017 22:50,22,20,88,6,120,
PRI,PR,1/3/2017 23:50,23,20,83,6,110,
PRI,PR,1/4/2017 6:50,21,18,83,6,120,
PRI,PR,1/4/2017 7:50,22,19,83,6,120,
PRI,PR,1/4/2017 8:50,23,20,83,5,110,
PRI,PR,1/4/2017 9:50,27,19,62,8,100,
PRI,PR,1/4/2017 10:50,28,18,55,6,100,
PRI,PR,1/4/2017 11:50,28,19,58,11,70,
PRI,PR,1/4/2017 12:50,27,20,66,9,50,
PRI,PR,1/4/2017 13:50,28,21,66,9,70,
PRI,PR,1/4/2017 14:50,27,19,62,3,70,
PRI,PR,1/4/2017 15:50,27,20,66,3,30,
PRI,PR,1/4/2017 16:50,26,20,70,3,70,
PRI,PR,1/4/2017 17:50,26,20,70,7,80,
PRI,PR,1/4/2017 18:50,23,20,83,7,80,
PRI,PR,1/4/2017 19:50,23,20,83,3,70,
PRI,PR,1/4/2017 20:50,23,20,83,0,0,
PRI,PR,1/4/2017 21:50,22,17,73,3,160,
PRI,PR,1/4/2017 22:50,22,16,69,0,0,
PRI,PR,1/4/2017 23:50,20,16,78,0,0,
PRI,PR,1/5/2017 0:50,19,16,83,5,130,
PRI,PR,1/5/2017 6:50,20,18,88,5,140,
PRI,PR,1/5/2017 7:50,21,18,83,5,110,
PRI,PR,1/5/2017 8:50,24,18,69,0,0,
PRI,PR,1/5/2017 9:50,27,19,62,7,90,
PRI,PR,1/5/2017 11:50,28,21,66,10,70,
PRI,PR,1/5/2017 12:50,28,22,70,10,70,
PRI,PR,1/5/2017 13:50,28,22,70,10,80,
PRI,PR,1/5/2017 14:50,28,21,66,10,80,
PRI,PR,1/5/2017 15:50,28,21,66,11,70,
PRI,PR,1/5/2017 16:50,27,21,70,8,90,
PRI,PR,1/5/2017 17:50,26,22,79,8,90,
PRI,PR,1/5/2017 18:50,24,21,83,0,0,
PRI,PR,1/5/2017 19:50,24,22,89,0,0,
PRI,PR,1/6/2017 6:50,21,18,83,6,120,
PRI,PR,1/6/2017 7:50,22,19,83,6,120,
PRI,PR,1/6/2017 8:50,24,20,78,8,120,
PRI,PR,1/6/2017 9:50,26,20,70,9,110,
PRI,PR,1/6/2017 10:50,28,20,62,9,90,
PRI,PR,1/6/2017 11:50,29,20,58,9,100,
PRI,PR,1/6/2017 12:50,28,22,70,14,60,
PRI,PR,1/6/2017 13:50,29,22,66,17,80,
PRI,PR,1/6/2017 14:50,28,22,70,17,60,
PRI,PR,1/6/2017 15:50,28,22,70,16,90,
PRI,PR,1/6/2017 16:50,27,22,74,18,80,
PRI,PR,1/6/2017 17:50,26,22,79,16,90,
PRI,PR,1/6/2017 18:50,26,22,79,18,90,
PRI,PR,1/6/2017 19:50,25,22,83,11,100,
PRI,PR,1/6/2017 20:50,24,21,83,11,100,
PRI,PR,1/6/2017 21:50,24,21,83,10,110,
PRI,PR,1/6/2017 22:50,23,21,89,10,110,
PRI,PR,1/6/2017 23:50,23,21,89,9,110,
PRI,PR,1/7/2017 0:50,23,21,89,6,110,
PRI,PR,1/7/2017 1:50,23,21,89,5,120,
PRI,PR,1/7/2017 2:50,22,20,88,3,120,
PRI,PR,1/7/2017 3:50,22,19,83,3,130,
PRI,PR,1/7/2017 6:50,19,18,94,3,100,
PRI,PR,1/7/2017 7:50,22,19,83,5,120,
PRI,PR,1/7/2017 8:50,24,20,78,8,100,
PRI,PR,1/7/2017 9:50,27,21,70,9,100,
PRI,PR,1/7/2017 10:50,28,21,66,14,70,
PRI,PR,1/7/2017 11:50,28,22,70,14,70,
PRI,PR,1/7/2017 12:50,29,22,66,17,70,
PRI,PR,1/7/2017 13:50,29,22,66,21,90,
PRI,PR,1/7/2017 14:50,28,22,70,17,100,
PRI,PR,1/7/2017 15:50,27,22,74,16,100,
PRI,PR,1/7/2017 16:50,26,22,79,11,100,
PRI,PR,1/7/2017 17:50,23,22,94,10,100,
PRI,PR,1/7/2017 18:50,23,22,94,7,90,
PRI,PR,1/7/2017 19:50,23,22,94,5,110,
PRI,PR,1/7/2017 20:50,23,21,89,7,110,
PRI,PR,1/7/2017 21:50,23,22,94,5,110,
PRI,PR,1/7/2017 22:50,23,21,89,5,120,
PRI,PR,1/7/2017 23:50,22,21,94,3,140,
PRI,PR,1/8/2017 0:50,22,20,88,6,110,
PRI,PR,1/8/2017 6:50,21,20,94,0,0,
PRI,PR,1/8/2017 7:50,22,21,94,0,0,
PRI,PR,1/8/2017 8:50,24,22,89,7,110,
PRI,PR,1/8/2017 9:50,26,21,74,9,100,
PRI,PR,1/8/2017 10:50,28,21,66,5,100,
PRI,PR,1/8/2017 11:50,27,22,74,9,70,
PRI,PR,1/8/2017 12:50,,,,9,80,
PRI,PR,1/8/2017 13:50,28,22,70,11,70,
PRI,PR,1/8/2017 14:50,27,21,70,8,50,
PRI,PR,1/8/2017 15:50,27,21,70,7,60,
PRI,PR,1/8/2017 16:50,27,20,66,6,100,
PRI,PR,1/8/2017 17:50,25,21,79,7,90,
PRI,PR,1/8/2017 18:50,24,21,83,0,0,
PRI,PR,1/8/2017 19:50,22,21,94,0,0,
PRI,PR,1/8/2017 20:50,22,21,94,5,150,
PRI,PR,1/8/2017 22:50,21,20,94,0,0,
PRI,PR,1/8/2017 23:50,21,20,94,0,0,
PRI,PR,1/9/2017 0:50,21,20,94,0,0,
PRI,PR,1/9/2017 6:50,20,19,94,5,140,
PRI,PR,1/9/2017 7:50,22,20,88,3,120,
PRI,PR,1/9/2017 8:50,23,21,89,6,120,
PRI,PR,1/9/2017 9:50,25,22,83,5,100,
PRI,PR,1/9/2017 10:50,26,21,74,9,80,
PRI,PR,1/9/2017 11:50,27,21,70,13,70,
PRI,PR,1/9/2017 12:50,27,21,70,11,60,
PRI,PR,1/9/2017 13:50,24,22,89,8,70,
PRI,PR,1/9/2017 14:50,27,21,70,10,50,
PRI,PR,1/9/2017 15:50,26,21,74,10,50,
PRI,PR,1/9/2017 16:50,25,21,79,14,50,
PRI,PR,1/9/2017 17:50,24,21,83,10,60,
PRI,PR,1/9/2017 18:50,24,21,83,15,70,
PRI,PR,1/9/2017 19:50,23,19,78,8,90,
PRI,PR,1/9/2017 20:50,23,21,89,3,120,
PRI,PR,1/9/2017 21:50,22,21,94,3,110,
PRI,PR,1/9/2017 22:50,22,20,88,0,0,
PRI,PR,1/9/2017 23:50,22,20,88,3,130,
PRI,PR,1/10/2017 0:22,22,21,94,0,0,
PRI,PR,1/10/2017 0:50,22,20,88,0,0,
PRI,PR,1/10/2017 6:50,22,21,94,7,130,
PRI,PR,1/10/2017 7:50,22,21,94,6,100,
PRI,PR,1/10/2017 8:50,22,21,94,10,60,
PRI,PR,1/10/2017 9:50,24,22,89,5,110,
PRI,PR,1/10/2017 10:50,24,22,89,11,70,
PRI,PR,1/10/2017 11:50,26,22,79,9,40,
PRI,PR,1/10/2017 12:50,26,22,79,7,70,
PRI,PR,1/10/2017 13:50,25,21,79,11,10,
PRI,PR,1/10/2017 14:50,24,21,83,18,30,
PRI,PR,1/10/2017 15:50,22,21,94,7,70,
PRI,PR,1/10/2017 16:50,22,21,94,11,80,
PRI,PR,1/10/2017 17:38,21,20,94,23,50,
PRI,PR,1/10/2017 17:50,21,21,100,22,60,
PRI,PR,1/10/2017 18:25,22,21,94,21,80,
PRI,PR,1/10/2017 18:50,22,20,88,24,70,
PRI,PR,1/10/2017 19:50,21,21,100,20,50,
PRI,PR,1/10/2017 21:50,23,19,78,20,60,
PRI,PR,1/10/2017 22:50,23,18,74,25,60,
PRI,PR,1/10/2017 23:50,24,18,69,23,60,
PRI,PR,1/11/2017 0:50,23,20,83,17,50,
PRI,PR,1/11/2017 1:50,23,19,78,28,60,
PRI,PR,1/11/2017 2:10,22,20,88,23,50,
PRI,PR,1/11/2017 2:50,22,21,94,18,60,
PRI,PR,1/11/2017 3:50,22,21,94,16,50,
PRI,PR,1/11/2017 6:50,22,20,88,17,70,
PRI,PR,1/11/2017 7:50,23,21,89,14,50,
PRI,PR,1/11/2017 8:50,24,20,78,15,60,
PRI,PR,1/11/2017 9:50,24,21,83,15,60,
PRI,PR,1/11/2017 10:50,26,20,70,11,70,
PRI,PR,1/11/2017 11:50,26,21,74,22,70,
PRI,PR,1/11/2017 12:50,27,21,70,20,60,
PRI,PR,1/11/2017 13:50,25,21,79,18,60,
PRI,PR,1/11/2017 14:50,24,21,83,20,90,
PRI,PR,1/11/2017 15:50,24,19,74,20,60,
PRI,PR,1/11/2017 16:50,24,18,69,16,60,
PRI,PR,1/11/2017 17:50,23,18,74,15,70,
PRI,PR,1/11/2017 18:50,24,19,74,15,70,
PRI,PR,1/11/2017 19:50,23,18,74,21,60,
PRI,PR,1/11/2017 20:50,23,18,74,21,60,
PRI,PR,1/11/2017 21:50,24,18,69,20,80,
PRI,PR,1/11/2017 22:50,24,18,69,20,50,
PRI,PR,1/11/2017 23:50,24,18,69,20,60,
PRI,PR,1/12/2017 0:50,24,17,65,23,60,
PRI,PR,1/12/2017 6:50,23,17,69,18,60,
PRI,PR,1/12/2017 7:50,23,14,57,16,60,
PRI,PR,1/12/2017 8:50,24,16,61,15,60,
PRI,PR,1/12/2017 9:50,24,14,54,22,60,
PRI,PR,1/12/2017 10:50,26,16,54,15,50,
PRI,PR,1/12/2017 11:50,26,14,48,18,60,
PRI,PR,1/12/2017 12:50,26,15,51,17,50,
PRI,PR,1/12/2017 13:50,25,16,57,16,70,
PRI,PR,1/12/2017 14:50,27,16,51,16,60,
PRI,PR,1/12/2017 15:50,23,17,69,14,50,
PRI,PR,1/12/2017 16:50,24,17,65,15,50,
PRI,PR,1/12/2017 17:50,24,17,65,15,60,
PRI,PR,1/12/2017 18:50,23,16,65,20,50,
PRI,PR,1/12/2017 19:50,23,17,69,17,60,
PRI,PR,1/12/2017 20:50,23,17,69,16,40,
PRI,PR,1/13/2017 6:50,21,19,88,8,70,
PRI,PR,1/13/2017 7:50,22,19,83,17,70,
PRI,PR,1/13/2017 8:50,22,18,78,15,70,
PRI,PR,1/13/2017 9:50,25,19,69,17,60,
PRI,PR,1/13/2017 10:50,26,18,61,21,70,
PRI,PR,1/13/2017 11:50,27,19,62,21,70,
PRI,PR,1/13/2017 12:50,27,19,62,23,60,
PRI,PR,1/13/2017 13:50,27,19,62,22,70,
PRI,PR,1/13/2017 14:50,27,19,62,21,50,
PRI,PR,1/13/2017 15:50,26,19,65,21,50,
PRI,PR,1/13/2017 16:50,25,19,69,21,60,
PRI,PR,1/13/2017 17:50,24,19,74,17,60,
PRI,PR,1/13/2017 18:50,24,19,74,21,80,
PRI,PR,1/13/2017 19:50,24,19,74,17,70,
PRI,PR,1/13/2017 20:50,24,19,74,17,60,
PRI,PR,1/13/2017 20:55,24,19,74,17,90,
PRI,PR,1/13/2017 21:50,22,19,83,16,90,
PRI,PR,1/13/2017 22:50,22,19,83,16,60,
PRI,PR,1/13/2017 23:50,23,20,83,21,60,
PRI,PR,1/14/2017 6:50,23,19,78,17,60,
PRI,PR,1/14/2017 7:50,23,20,83,22,60,
PRI,PR,1/14/2017 8:50,23,19,78,22,60,
PRI,PR,1/14/2017 9:50,26,20,70,22,60,
PRI,PR,1/14/2017 10:50,27,20,66,21,70,
PRI,PR,1/14/2017 11:50,25,21,79,20,90,
PRI,PR,1/14/2017 12:50,22,20,88,17,80,
PRI,PR,1/14/2017 13:50,27,20,66,20,60,
PRI,PR,1/14/2017 14:50,26,20,70,21,60,
PRI,PR,1/14/2017 15:50,26,19,65,17,60,
PRI,PR,1/14/2017 16:50,26,19,65,17,60,
PRI,PR,1/14/2017 17:50,23,18,74,16,80,
PRI,PR,1/14/2017 18:50,23,20,83,21,60,
PRI,PR,1/14/2017 19:50,23,19,78,21,80,
PRI,PR,1/14/2017 20:50,22,19,83,9,90,
PRI,PR,1/14/2017 21:50,22,20,88,8,110,
PRI,PR,1/14/2017 22:50,23,20,83,21,80,
PRI,PR,1/14/2017 23:50,23,21,89,14,80,
PRI,PR,1/15/2017 6:50,21,19,88,11,70,
PRI,PR,1/15/2017 7:50,21,19,88,13,100,
PRI,PR,1/15/2017 8:50,23,20,83,14,90,
PRI,PR,1/15/2017 9:50,23,19,78,15,60,
PRI,PR,1/15/2017 10:50,24,21,83,16,50,
PRI,PR,1/15/2017 11:50,26,20,70,18,90,
PRI,PR,1/15/2017 12:50,26,21,74,21,90,
PRI,PR,1/15/2017 13:50,26,21,74,22,90,
PRI,PR,1/15/2017 14:50,26,20,70,18,60,
PRI,PR,1/15/2017 15:50,26,19,65,17,70,
PRI,PR,1/15/2017 16:50,26,18,61,15,90,
PRI,PR,1/15/2017 17:50,24,18,69,13,90,
PRI,PR,1/15/2017 18:50,24,19,74,11,90,
PRI,PR,1/15/2017 19:50,23,19,78,11,100,
PRI,PR,1/15/2017 20:50,23,18,74,7,110,
PRI,PR,1/15/2017 21:50,21,18,83,7,120,
PRI,PR,1/15/2017 22:50,21,17,78,6,120,
PRI,PR,1/15/2017 23:50,21,17,78,7,110,
PRI,PR,1/16/2017 6:50,21,19,88,11,110,
PRI,PR,1/16/2017 7:50,21,19,88,7,110,
PRI,PR,1/16/2017 8:50,22,20,88,9,110,
PRI,PR,1/16/2017 9:50,24,19,74,16,90,
PRI,PR,1/16/2017 10:50,26,19,65,20,90,
PRI,PR,1/16/2017 11:50,27,18,58,21,70,
PRI,PR,1/16/2017 12:50,27,19,62,21,90,
PRI,PR,1/16/2017 13:50,26,18,61,23,90,
PRI,PR,1/16/2017 14:50,27,19,62,20,90,
PRI,PR,1/16/2017 15:50,27,17,54,20,100,
PRI,PR,1/16/2017 16:50,26,17,58,16,90,
PRI,PR,1/16/2017 17:50,24,17,65,17,100,
PRI,PR,1/16/2017 18:50,23,18,74,14,100,
PRI,PR,1/16/2017 19:50,23,18,74,13,90,
PRI,PR,1/16/2017 20:50,23,18,74,15,90,
PRI,PR,1/17/2017 6:50,22,17,73,13,90,
PRI,PR,1/17/2017 7:50,22,17,73,13,80,
PRI,PR,1/17/2017 8:50,24,18,69,15,70,
PRI,PR,1/17/2017 9:50,25,19,69,13,90,
PRI,PR,1/17/2017 10:50,26,19,65,14,90,
PRI,PR,1/17/2017 11:50,27,19,62,14,100,
PRI,PR,1/17/2017 12:50,27,19,62,18,90,
PRI,PR,1/17/2017 13:50,27,19,62,17,70,
PRI,PR,1/17/2017 14:50,27,19,62,18,70,
PRI,PR,1/17/2017 15:50,26,19,65,15,70,
PRI,PR,1/17/2017 16:50,24,20,78,20,70,
PRI,PR,1/17/2017 17:50,24,19,74,15,70,
PRI,PR,1/17/2017 18:50,22,21,94,20,70,
PRI,PR,1/17/2017 19:50,22,19,83,14,70,
PRI,PR,1/17/2017 20:50,23,21,89,15,70,
PRI,PR,1/17/2017 21:50,22,20,88,13,60,
PRI,PR,1/17/2017 22:50,23,20,83,21,80,
PRI,PR,1/17/2017 23:50,22,21,94,11,80,
PRI,PR,1/18/2017 0:50,22,20,88,15,100,
PRI,PR,1/18/2017 6:50,22,18,78,15,70,
PRI,PR,1/18/2017 7:50,23,18,74,14,70,
PRI,PR,1/18/2017 8:50,24,18,69,11,80,
PRI,PR,1/18/2017 9:50,24,18,69,14,80,
PRI,PR,1/18/2017 10:50,26,18,61,17,80,
PRI,PR,1/18/2017 11:50,27,18,58,14,60,
PRI,PR,1/18/2017 12:50,27,19,62,15,70,
PRI,PR,1/18/2017 13:50,27,19,62,13,70,
PRI,PR,1/18/2017 15:50,26,18,61,14,60,
PRI,PR,1/18/2017 16:50,25,18,65,10,60,
PRI,PR,1/18/2017 17:50,24,17,65,11,60,
PRI,PR,1/18/2017 18:50,22,17,73,8,90,
PRI,PR,1/18/2017 19:50,21,17,78,7,100,
PRI,PR,1/18/2017 20:50,21,18,83,6,130,
PRI,PR,1/18/2017 21:50,20,17,83,3,130,
PRI,PR,1/18/2017 22:50,19,17,88,3,100,
PRI,PR,1/18/2017 23:50,19,17,88,5,130,
PRI,PR,1/19/2017 0:50,19,17,88,5,130,
PRI,PR,1/19/2017 6:50,18,14,78,6,150,
PRI,PR,1/19/2017 7:50,19,14,73,6,140,
PRI,PR,1/19/2017 8:50,22,16,69,6,120,
PRI,PR,1/19/2017 9:50,24,16,61,7,110,
PRI,PR,1/19/2017 10:50,24,17,65,9,80,
PRI,PR,1/19/2017 11:50,26,17,58,9,70,
PRI,PR,1/19/2017 12:50,26,18,61,13,50,
PRI,PR,1/19/2017 13:50,26,18,61,8,50,
PRI,PR,1/19/2017 14:50,26,18,61,10,30,
PRI,PR,1/19/2017 15:50,25,18,65,10,60,
PRI,PR,1/19/2017 16:50,25,18,65,7,80,
PRI,PR,1/19/2017 17:50,24,18,69,7,70,
PRI,PR,1/19/2017 18:50,22,18,78,6,90,
PRI,PR,1/19/2017 19:50,22,18,78,3,120,
PRI,PR,1/19/2017 20:50,20,18,88,3,140,
PRI,PR,1/20/2017 6:50,20,18,88,3,130,
PRI,PR,1/20/2017 7:50,20,18,88,5,150,
PRI,PR,1/20/2017 8:50,22,19,83,0,0,
PRI,PR,1/20/2017 9:50,24,19,74,0,0,
PRI,PR,1/20/2017 10:50,24,19,74,7,30,
PRI,PR,1/20/2017 11:50,26,20,70,7,50,
PRI,PR,1/20/2017 12:50,27,19,62,6,10,
PRI,PR,1/20/2017 13:50,26,19,65,6,40,
PRI,PR,1/20/2017 14:50,26,19,65,8,70,
PRI,PR,1/20/2017 15:50,26,18,61,9,40,
PRI,PR,1/20/2017 16:50,26,18,61,8,40,
PRI,PR,1/20/2017 17:50,24,17,65,6,50,
PRI,PR,1/20/2017 18:50,23,18,74,7,40,
PRI,PR,1/20/2017 19:50,23,17,69,6,50,
PRI,PR,1/20/2017 20:50,23,18,74,6,40,
PRI,PR,1/20/2017 21:50,23,17,69,3,30,
PRI,PR,1/20/2017 22:50,21,17,78,0,0,
PRI,PR,1/20/2017 23:50,19,17,88,5,130,
PRI,PR,1/21/2017 0:50,19,17,88,0,0,
PRI,PR,1/21/2017 1:50,18,17,94,0,0,
PRI,PR,1/21/2017 2:50,18,17,94,0,0,
PRI,PR,1/21/2017 3:50,18,16,88,0,0,
PRI,PR,1/21/2017 6:50,19,17,88,5,150,
PRI,PR,1/21/2017 7:50,20,17,83,3,150,
PRI,PR,1/21/2017 8:50,23,18,74,5,130,
PRI,PR,1/21/2017 9:50,25,19,69,3,40,
PRI,PR,1/21/2017 10:50,26,18,61,7,10,
PRI,PR,1/21/2017 11:50,23,20,83,9,60,
PRI,PR,1/21/2017 12:50,26,19,65,9,60,
PRI,PR,1/21/2017 13:50,26,18,61,7,50,
PRI,PR,1/21/2017 14:50,26,18,61,7,60,
PRI,PR,1/21/2017 15:50,26,18,61,8,50,
PRI,PR,1/21/2017 16:50,26,17,58,7,30,
PRI,PR,1/21/2017 17:50,24,18,69,6,50,
PRI,PR,1/21/2017 18:50,23,19,78,9,60,
PRI,PR,1/21/2017 19:50,23,18,74,7,60,
PRI,PR,1/21/2017 20:50,23,18,74,7,50,
PRI,PR,1/21/2017 21:50,22,19,83,5,110,
PRI,PR,1/21/2017 22:50,23,18,74,7,40,
PRI,PR,1/21/2017 23:50,21,18,83,3,120,
PRI,PR,1/22/2017 0:50,20,18,88,6,130,
PRI,PR,1/22/2017 6:50,18,17,94,5,160,
PRI,PR,1/22/2017 7:50,19,17,88,0,0,
PRI,PR,1/22/2017 8:50,22,19,83,0,0,
PRI,PR,1/22/2017 9:50,24,18,69,8,90,
PRI,PR,1/22/2017 10:50,26,18,61,7,90,
PRI,PR,1/22/2017 11:50,26,18,61,10,70,
PRI,PR,1/22/2017 12:50,26,17,58,10,50,
PRI,PR,1/22/2017 13:50,26,18,61,10,60,
PRI,PR,1/22/2017 14:50,26,18,61,11,60,
PRI,PR,1/22/2017 15:50,26,18,61,10,50,
PRI,PR,1/22/2017 16:50,24,18,69,8,70,
PRI,PR,1/22/2017 17:50,23,18,74,6,90,
PRI,PR,1/22/2017 18:50,22,18,78,5,120,
PRI,PR,1/22/2017 19:50,22,18,78,3,130,
PRI,PR,1/22/2017 20:50,22,18,78,5,140,
PRI,PR,1/22/2017 21:50,21,18,83,5,140,
PRI,PR,1/22/2017 22:50,21,17,78,3,140,
PRI,PR,1/23/2017 1:50,18,17,94,0,0,
PRI,PR,1/23/2017 3:30,19,17,88,5,170,
PRI,PR,1/23/2017 3:50,19,17,88,5,150,
PRI,PR,1/23/2017 4:50,18,17,94,5,150,
PRI,PR,1/23/2017 5:50,19,17,88,5,140,
PRI,PR,1/23/2017 6:50,19,17,88,3,150,
PRI,PR,1/23/2017 7:50,20,17,83,5,150,
PRI,PR,1/23/2017 8:50,23,18,74,0,0,
PRI,PR,1/23/2017 9:50,26,17,58,0,0,
PRI,PR,1/23/2017 10:50,26,18,61,3,320,
PRI,PR,1/23/2017 12:50,27,20,66,6,10,
PRI,PR,1/23/2017 13:50,28,21,66,7,80,
PRI,PR,1/23/2017 14:50,26,20,70,8,80,
PRI,PR,1/23/2017 15:50,25,20,74,7,90,
PRI,PR,1/23/2017 16:50,26,20,70,5,70,
PRI,PR,1/23/2017 17:50,26,17,58,8,190,
PRI,PR,1/23/2017 18:50,23,17,69,6,220,
PRI,PR,1/23/2017 19:50,23,18,74,3,190,
PRI,PR,1/23/2017 20:50,22,18,78,3,190,
PRI,PR,1/24/2017 6:50,22,19,83,6,220,
PRI,PR,1/24/2017 7:50,23,19,78,6,200,
PRI,PR,1/24/2017 8:50,24,19,74,8,210,
PRI,PR,1/24/2017 9:50,27,21,70,15,230,
PRI,PR,1/24/2017 10:50,28,20,62,14,230,
PRI,PR,1/24/2017 11:50,28,19,58,13,230,
PRI,PR,1/24/2017 12:50,28,18,55,17,220,
PRI,PR,1/24/2017 13:50,29,19,55,17,220,
PRI,PR,1/24/2017 14:50,28,21,66,14,230,
PRI,PR,1/24/2017 15:50,28,20,62,14,220,
PRI,PR,1/24/2017 16:50,27,21,70,14,220,
PRI,PR,1/24/2017 17:50,26,21,74,14,230,
PRI,PR,1/24/2017 18:50,25,21,79,10,230,
PRI,PR,1/24/2017 19:50,24,22,89,8,230,
PRI,PR,1/24/2017 20:50,24,21,83,7,220,
PRI,PR,1/24/2017 21:50,24,21,83,6,220,
PRI,PR,1/24/2017 22:50,23,21,89,5,220,
PRI,PR,1/24/2017 23:50,23,21,89,5,230,
PRI,PR,1/25/2017 0:50,23,21,89,5,230,
PRI,PR,1/25/2017 6:50,22,21,94,0,0,
PRI,PR,1/25/2017 7:09,22,21,94,8,320,
PRI,PR,1/25/2017 7:50,22,21,94,8,330,
PRI,PR,1/25/2017 8:23,22,21,94,0,0,
PRI,PR,1/25/2017 8:50,22,21,94,0,0,
PRI,PR,1/25/2017 9:50,22,22,100,3,180,
PRI,PR,1/25/2017 10:50,23,22,94,8,130,
PRI,PR,1/25/2017 11:50,22,21,94,6,140,
PRI,PR,1/25/2017 12:50,23,22,94,5,40,
PRI,PR,1/25/2017 13:27,22,21,94,6,80,
PRI,PR,1/25/2017 13:50,22,21,94,6,60,
PRI,PR,1/25/2017 14:50,24,21,83,0,0,
PRI,PR,1/25/2017 15:50,24,22,89,0,0,
PRI,PR,1/25/2017 16:50,25,21,79,6,50,
PRI,PR,1/25/2017 17:50,23,21,89,7,70,
PRI,PR,1/25/2017 18:50,23,19,78,7,50,
PRI,PR,1/25/2017 19:50,23,19,78,10,60,
PRI,PR,1/25/2017 20:50,23,19,78,8,70,
PRI,PR,1/25/2017 21:50,23,19,78,10,70,
PRI,PR,1/25/2017 22:50,23,18,74,9,60,
PRI,PR,1/25/2017 23:50,23,18,74,11,70,
PRI,PR,1/26/2017 0:50,23,18,74,13,70,
PRI,PR,1/26/2017 6:50,19,17,88,5,140,
PRI,PR,1/26/2017 7:50,20,17,83,3,140,
PRI,PR,1/26/2017 8:50,23,17,69,6,120,
PRI,PR,1/26/2017 9:50,26,16,54,10,100,
PRI,PR,1/26/2017 10:50,27,17,54,16,100,
PRI,PR,1/26/2017 11:50,27,17,54,11,90,
PRI,PR,1/26/2017 12:50,27,16,51,16,60,
PRI,PR,1/26/2017 13:50,28,16,48,15,70,
PRI,PR,1/26/2017 14:50,28,17,51,14,70,
PRI,PR,1/26/2017 15:50,27,17,54,15,80,
PRI,PR,1/26/2017 16:50,,,,13,90,
PRI,PR,1/26/2017 17:50,24,18,69,9,100,
PRI,PR,1/26/2017 18:50,23,19,78,6,110,
PRI,PR,1/27/2017 6:50,19,17,88,5,140,
PRI,PR,1/27/2017 7:50,21,18,83,5,120,
PRI,PR,1/27/2017 8:50,24,19,74,7,110,
PRI,PR,1/27/2017 9:50,26,19,65,9,110,
